Accession	Title	Links	Status	Release Date	Created	Updated	Submission	SRA.filename
SRR31367113	Oxford Nanopore sequecing of HG02559 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:00Z	2024-11-16T13:21:16Z	SUB14870766	12_7_22_R941_HG02559_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31367109	Oxford Nanopore sequecing of HG00438 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:00Z	2024-11-16T13:21:16Z	SUB14870766	HG00438_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31367197	Oxford Nanopore sequecing of HG01071 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:03Z	2024-11-16T13:21:15Z	SUB14870766	HG01071_PAM53072_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31367196	Oxford Nanopore sequecing of HG01071 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:03Z	2024-11-16T13:21:14Z	SUB14870766	HG01071_PAM53513_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31367165	Oxford Nanopore sequecing of HG03516 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:02Z	2024-11-16T13:21:12Z	SUB14870766	HG03516_PAK15127_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31367028	Oxford Nanopore sequecing of HG01258 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:57Z	2024-11-16T13:21:11Z	SUB14870766	12_7_22_R941_HG01258_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31367171	Oxford Nanopore sequecing of HG03516 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:02Z	2024-11-16T13:21:10Z	SUB14870766	HG03516_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31367074	Oxford Nanopore sequecing of HG03579 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:59Z	2024-11-16T13:21:10Z	SUB14870766	HG03579_PAK43785_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31366984	Oxford Nanopore sequecing of HG01928 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:55Z	2024-11-16T13:21:10Z	SUB14870766	HG01928_PAM34944_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31367259	Oxford Nanopore sequecing of HG02717 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:05Z	2024-11-16T13:21:09Z	SUB14870766	HG02717_PAK46297_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31367003	Oxford Nanopore sequecing of HG01928 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:56Z	2024-11-16T13:21:09Z	SUB14870766	HG01928_PAK43931_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31367263	Oxford Nanopore sequecing of HG02717 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:06Z	2024-11-16T13:21:08Z	SUB14870766	HG02717_PAK21733_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31367262	Oxford Nanopore sequecing of HG02717 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:06Z	2024-11-16T13:21:08Z	SUB14870766	HG02717_PAK43947_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31366901	Oxford Nanopore sequecing of HG03540 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:52Z	2024-11-16T13:21:08Z	SUB14870766	03_14_23_R941_HG03540_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31367110	Oxford Nanopore sequecing of HG00438 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:00Z	2024-11-16T13:21:07Z	SUB14870766	HG00438_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31367010	Oxford Nanopore sequecing of HG00741 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:56Z	2024-11-16T13:21:07Z	SUB14870766	HG00741_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31366981	Oxford Nanopore sequecing of HG02572 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:55Z	2024-11-16T13:16:13Z	SUB14870766	03_14_23_R941_HG02572_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31367090	Oxford Nanopore sequecing of HG01978 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:59Z	2024-11-16T13:16:12Z	SUB14870766	HG01978_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31367069	Oxford Nanopore sequecing of HG03579 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:58Z	2024-11-16T13:16:11Z	SUB14870766	HG03579_PAM34929_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31367207	Oxford Nanopore sequecing of HG03540 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:04Z	2024-11-16T13:16:10Z	SUB14870766	HG03540_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31366996	Oxford Nanopore sequecing of HG01978 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:56Z	2024-11-16T13:16:10Z	SUB14870766	HG01978_PAM62027_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31366900	Oxford Nanopore sequecing of HG02572 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:52Z	2024-11-16T13:16:10Z	SUB14870766	HG02572_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31367092	Oxford Nanopore sequecing of HG01978 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:59Z	2024-11-16T13:16:09Z	SUB14870766	HG01978_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31366912	Oxford Nanopore sequecing of HG01123 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:53Z	2024-11-16T13:16:09Z	SUB14870766	HG01123_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31367260	Oxford Nanopore sequecing of HG02717 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:06Z	2024-11-16T13:16:08Z	SUB14870766	HG02717_PAK46278_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31367115	Oxford Nanopore sequecing of HG02486 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:00Z	2024-11-16T13:16:08Z	SUB14870766	12_7_22_R941_HG02486_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31367009	Oxford Nanopore sequecing of HG00741 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:56Z	2024-11-16T13:16:08Z	SUB14870766	HG00741_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31367193	Oxford Nanopore sequecing of HG01071 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:03Z	2024-11-16T13:16:07Z	SUB14870766	HG01071_PAM55655_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31367205	Oxford Nanopore sequecing of HG03579 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:03Z	2024-11-16T13:09:08Z	SUB14870766	HG03579_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31367095	Oxford Nanopore sequecing of HG01928 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:59Z	2024-11-16T13:09:08Z	SUB14870766	HG01928_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31366965	Oxford Nanopore sequecing of HG00735 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:55Z	2024-11-16T13:08:09Z	SUB14870766	04_11_23_R941_HG00735_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31367059	Oxford Nanopore sequecing of HG00673 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:58Z	2024-11-16T13:08:08Z	SUB14870766	HG00673_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31367037	Oxford Nanopore sequecing of HG02486 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:57Z	2024-11-16T13:08:08Z	SUB14870766	HG02486_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31366959	Oxford Nanopore sequecing of HG01175 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:54Z	2024-11-16T13:08:08Z	SUB14870766	HG01175_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31366902	Oxford Nanopore sequecing of HG02559 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:52Z	2024-11-16T13:08:08Z	SUB14870766	HG02559_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31366944	Oxford Nanopore sequecing of HG01361 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:54Z	2024-11-16T13:07:29Z	SUB14870766	HG01361_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31367131	Oxford Nanopore sequecing of HG01978 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:01Z	2024-11-16T13:07:28Z	SUB14870766	HG01978_PAM59653_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31367045	Oxford Nanopore sequecing of HG01106 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:58Z	2024-11-16T13:07:28Z	SUB14870766	HG01106_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31367047	Oxford Nanopore sequecing of HG01071 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:58Z	2024-11-16T13:07:28Z	SUB14870766	HG01071_PAM55678_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31366975	Oxford Nanopore sequecing of HG03540 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:55Z	2024-11-16T13:07:28Z	SUB14870766	HG03540_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31366935	Oxford Nanopore sequecing of HG02717 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:53Z	2024-11-16T13:07:28Z	SUB14870766	HG02717_PAK46297_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31366896	Oxford Nanopore sequecing of HG02622 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:52Z	2024-11-16T13:07:28Z	SUB14870766	HG02622_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31367129	Oxford Nanopore sequecing of HG01978 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:01Z	2024-11-16T13:07:27Z	SUB14870766	HG01978_PAM62027_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31367137	Oxford Nanopore sequecing of HG01978 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:01Z	2024-11-16T13:07:27Z	SUB14870766	HG01978_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31366955	Oxford Nanopore sequecing of HG01071 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:54Z	2024-11-16T13:07:27Z	SUB14870766	HG01071_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31366966	Oxford Nanopore sequecing of HG00735 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:55Z	2024-11-16T13:07:27Z	SUB14870766	04_11_23_R941_HG00735_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31367040	Oxford Nanopore sequecing of HG02486 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:57Z	2024-11-16T13:07:27Z	SUB14870766	HG02486_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31367043	Oxford Nanopore sequecing of HG02257 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:57Z	2024-11-16T13:07:27Z	SUB14870766	HG02257_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31367055	Oxford Nanopore sequecing of HG00735 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:58Z	2024-11-16T13:07:27Z	SUB14870766	HG00735_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31367238	Oxford Nanopore sequecing of HG01361 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:05Z	2024-11-16T13:07:26Z	SUB14870766	HG01361_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31367122	Oxford Nanopore sequecing of HG03516 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:00Z	2024-11-16T13:07:26Z	SUB14870766	HG03516_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31367128	Oxford Nanopore sequecing of HG01928 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:01Z	2024-11-16T13:07:26Z	SUB14870766	HG01928_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31367036	Oxford Nanopore sequecing of HG02559 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:57Z	2024-11-16T13:07:26Z	SUB14870766	HG02559_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31366954	Oxford Nanopore sequecing of HG01071 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:54Z	2024-11-16T13:07:26Z	SUB14870766	HG01071_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31366963	Oxford Nanopore sequecing of HG01123 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:54Z	2024-11-16T13:07:26Z	SUB14870766	HG01123_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31367225	Oxford Nanopore sequecing of HG01258 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:04Z	2024-11-16T13:07:25Z	SUB14870766	HG01258_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31367123	Oxford Nanopore sequecing of HG03471 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:00Z	2024-11-16T13:07:25Z	SUB14870766	HG03471_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31367126	Oxford Nanopore sequecing of HG02148 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:01Z	2024-11-16T13:07:25Z	SUB14870766	HG02148_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31366958	Oxford Nanopore sequecing of HG00741 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:54Z	2024-11-16T13:07:25Z	SUB14870766	HG00741_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31366942	Oxford Nanopore sequecing of HG02717 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:54Z	2024-11-16T13:07:25Z	SUB14870766	HG02717_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31366957	Oxford Nanopore sequecing of HG00741 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:54Z	2024-11-16T13:07:25Z	SUB14870766	HG00741_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31366956	Oxford Nanopore sequecing of HG00741 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:54Z	2024-11-16T13:07:25Z	SUB14870766	HG00741_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31366962	Oxford Nanopore sequecing of HG01123 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:54Z	2024-11-16T13:07:25Z	SUB14870766	HG01123_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31366929	Oxford Nanopore sequecing of HG03453 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:53Z	2024-11-16T13:07:25Z	SUB14870766	HG03453_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31367203	Oxford Nanopore sequecing of HG03579 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:03Z	2024-11-16T13:07:24Z	SUB14870766	HG03579_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31367125	Oxford Nanopore sequecing of HG02148 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:00Z	2024-11-16T13:07:24Z	SUB14870766	HG02148_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31367140	Oxford Nanopore sequecing of HG01952 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:01Z	2024-11-16T13:07:24Z	SUB14870766	HG01952_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31367042	Oxford Nanopore sequecing of HG02257 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:57Z	2024-11-16T13:07:24Z	SUB14870766	HG02257_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31367054	Oxford Nanopore sequecing of HG00438 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:58Z	2024-11-16T13:07:24Z	SUB14870766	HG00438_PAM33067_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31367176	Oxford Nanopore sequecing of HG03453 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:02Z	2024-11-16T13:07:24Z	SUB14870766	HG03453_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31367056	Oxford Nanopore sequecing of HG00735 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:58Z	2024-11-16T13:07:24Z	SUB14870766	HG00735_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31366933	Oxford Nanopore sequecing of HG02886 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:53Z	2024-11-16T13:07:24Z	SUB14870766	HG02886_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31367063	Oxford Nanopore sequecing of HG00621 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:58Z	2024-11-16T13:07:23Z	SUB14870766	HG00621_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31367027	Oxford Nanopore sequecing of HG02622 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:57Z	2024-11-16T13:07:23Z	SUB14870766	HG02622_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31366931	Oxford Nanopore sequecing of HG02886 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:53Z	2024-11-16T13:07:23Z	SUB14870766	HG02886_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31367206	Oxford Nanopore sequecing of HG03540 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:03Z	2024-11-16T13:07:22Z	SUB14870766	HG03540_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31367038	Oxford Nanopore sequecing of HG02486 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:57Z	2024-11-16T13:07:21Z	SUB14870766	HG02486_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31366948	Oxford Nanopore sequecing of HG01358 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:54Z	2024-11-16T13:07:21Z	SUB14870766	HG01358_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31366960	Oxford Nanopore sequecing of HG01123 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:54Z	2024-11-16T13:07:21Z	SUB14870766	HG01123_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31366926	Oxford Nanopore sequecing of HG03471 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:53Z	2024-11-16T13:07:21Z	SUB14870766	HG03471_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31366943	Oxford Nanopore sequecing of HG02717 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:54Z	2024-11-16T13:06:08Z	SUB14870766	HG02717_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31366949	Oxford Nanopore sequecing of HG01358 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:54Z	2024-11-16T13:06:08Z	SUB14870766	HG01358_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31366930	Oxford Nanopore sequecing of HG03453 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:53Z	2024-11-16T13:06:07Z	SUB14870766	HG03453_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31366928	Oxford Nanopore sequecing of HG03453 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:53Z	2024-11-16T13:05:09Z	SUB14870766	HG03453_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31367100	Oxford Nanopore sequecing of HG01361 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:00Z	2024-11-16T13:00:17Z	SUB14870766	HG01361_PAM61937_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31366998	Oxford Nanopore sequecing of HG02148 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:56Z	2024-11-16T13:00:17Z	SUB14870766	HG02148_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31367004	Oxford Nanopore sequecing of HG01071 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:56Z	2024-11-16T13:00:17Z	SUB14870766	HG01071_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31367264	Oxford Nanopore sequecing of HG02717 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:06Z	2024-11-16T13:00:16Z	SUB14870766	HG02717_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31367089	Oxford Nanopore sequecing of HG01952 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:59Z	2024-11-16T13:00:16Z	SUB14870766	HG01952_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31366909	Oxford Nanopore sequecing of HG01175 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:52Z	2024-11-16T13:00:16Z	SUB14870766	HG01175_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31367111	Oxford Nanopore sequecing of HG00438 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:00Z	2024-11-16T13:00:15Z	SUB14870766	HG00438_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31366983	Oxford Nanopore sequecing of HG02148 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:55Z	2024-11-16T13:00:15Z	SUB14870766	03_14_23_R941_HG02148_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam
SRR31367097	Oxford Nanopore sequecing of HG01891 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:59Z	2024-11-16T13:00:14Z	SUB14870766	HG01891_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31367007	Oxford Nanopore sequecing of HG01071 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:12:56Z	2024-11-16T13:00:14Z	SUB14870766	HG01071_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
SRR31367261	Oxford Nanopore sequecing of HG02717 called with mods.	BioProject: 1, BioSample: 1	Released	2024-11-16	2024-11-16T12:13:06Z	2024-11-16T13:00:13Z	SUB14870766	HG02717_PAK44878_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
