accession	study	bioproject_accession	biosample_accession	library_id	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	shear_method	size_selection	basecaller	basecaller_version	polymerase_version	seq_plate_chemistry_version	generator_facility	generator_contact	__index__filename	total_reads	total_bp	total_gbp	min	max	mean	quartile_25	quartile_50	quartile_75	n25	n50	n75	sample_id	path	production	data_type	notes	coverage	ntsm_score	index_sheet	assembly	deepconsensus_coverage	deepconsensus_filename	deepconsensus_path	ccs_algorithm	mm_tag	primrose_filename	mm_review	mm_remove	lima_version	lima_float_version	cell_type	iso_filename	platform_unit_1	platform_unit_2	barcode	iso_library_id	pbtrim_version	jasmine_version	refine_version	pool	similarity	check-flnc reads	seq_kit	basecaller_model	coverage_over_100kb	coverage_over_200kb	coverage_over_300kb	coverage_over_400kb	coverage_over_500kb	coverage_over_1mb	whales	sequencing_chemistry	library_construction_protocol	read_length	family_id	paternal_id	maternal_id	gender	phenotype	relationship	siblings	second_order	third_order	other_comments	phasing	in_working	manifest_aws_file_size	manifest_download_size	manifest_checksum	manifest_s3_source	manifest_gs_path	slurm_job_id	slurm_task_id	sample_ID	collection
SRR31366977																						03_14_23_R941_HG03453_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG03453	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
																						NA19190-1_FC1_S9_L001_R2_001.fastq.gz																																																																												HPRC-OmniC-100124Pools_data_table__final.csv
SRR29497344																						10_31_23_R1041_HPRC_HG03136_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG03136	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR31367215																						HG03516_PAK11017_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG03516	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
																						HG04153-2_FC4_S22_L001_R1_001.fastq.gz																																																																												HIC_Y3_Y4_part2_data_table__final.csv
SRR26313856																						08_25_21_R941_HG04184_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR34949502																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA18565/raw_data/hic/NA18565-2_FC1_S17_L001_R1_001.fastq.gz																																																																											NA18565	HIC_Y3_Y4_part2_data_table__final.csv
SRR29497409																						10_31_23_R1041_HPRC_HG00243_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG00243	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR26313849																						07_27_21_R941_HG01934_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR26304602																						08_10_21_R941_HG04187_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR29483214																						m84046_230724_190043_s1.hifi_reads.bc2094.bam																																																																											HG01028	UW_HPRC_HiFi_Y4_AND_Y3_Topoff_data_table__final.csv
SRR29497260																						09_12_23_R1041_HPRC_HG01766_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG01766	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR34949549																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG01167/raw_data/hic/HG01167-2_FC4_S20_L001_R2_001.fastq.gz																																																																											HG01167	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949544																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG02668/raw_data/hic/HG02668-1_FC3_S47_L003_R1_001.fastq.gz																																																																											HG02668	HIC_Y3_Y4_part2_data_table__final.csv
SRR26545311																						NA18983.m54329U_220905_144015.dc.q20.fastq.gz																																																																											NA18983	HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20_data_table__final.csv
																						NA19131-1_FC1_S13_L001_R2_001.fastq.gz																																																																												HIC_Y3_Y4_part2_data_table__final.csv
SRR34949375																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG01934/raw_data/hic/HG01934-1_FC3_S51_L003_R1_001.fastq.gz																																																																											HG01934	HIC_Y3_Y4_part2_data_table__final.csv
																						HG01374-1_FC1_S35_L003_R2_001.fastq.gz																																																																												HPRC-OmniC-100124Pools_data_table__final.csv
SRR29497272																						09_12_23_R1041_HPRC_HG03778_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG03778	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR26313845																						07_20_21_R941_HG02698_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR29497407																						10_31_23_R1041_HPRC_HG00243_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG00243	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR34949544																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG02668/raw_data/hic/HG02668-1_FC3_S47_L003_R2_001.fastq.gz																																																																											HG02668	HIC_Y3_Y4_part2_data_table__final.csv
SRR26313849																						07_27_21_R941_HG01934_4_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR34949614																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG02027/raw_data/hic/HG02027-2_FC3_S76_L004_R2_001.fastq.gz																																																																											HG02027	HIC_Y3_Y4_part2_data_table__final.csv
SRR31366979																						03_14_23_R941_HG02622_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG02622	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR29497326																						11_7_23_R1041_HPRC_HG00867_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG00867	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR29483136																						m84046_230721_192545_s2.hifi_reads.bc2080.bam																																																																											HG03136	UW_HPRC_HiFi_Y4_AND_Y3_Topoff_data_table__final.csv
SRR34949626																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00329/raw_data/hic/HG00329-2_FC2_S40_L002_R1_001.fastq.gz																																																																											HG00329	HIC_Y3_Y4_part2_data_table__final.csv
SRR29497446																						01_16_24_R1041_HPRC_HG03919_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG03919	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR33469116																						12_16_24_R1041_UL_HPRC_HG00642_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam																																																																											HG00642	UCSC_HPRC_nanopore_Year2_R10_data_table__final.csv
																						HG04153-1_FC2_S14_L001_R2_001.fastq.gz																																																																												HIC_Y3_Y4_part2_data_table__final.csv
SRR34949641																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19909/raw_data/hic/NA19909-2_FC2_S56_L003_R1_001.fastq.gz																																																																											NA19909	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949498																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA18879/raw_data/hic/NA18879-1_FC1_S7_L001_R2_001.fastq.gz																																																																											NA18879	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949417																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19131/raw_data/hic/NA19131-1_FC1_S13_L001_R2_001.fastq.gz																																																																											NA19131	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949676																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03710/raw_data/hic/HG03710-1_FC3_S66_L004_R2_001.fastq.gz																																																																											HG03710	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949415																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19131/raw_data/hic/NA19131-1_FC3_S13_L001_R2_001.fastq.gz																																																																											NA19131	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949372																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG01934/raw_data/hic/HG01934-2_FC2_S64_L004_R1_001.fastq.gz																																																																											HG01934	HIC_Y3_Y4_part2_data_table__final.csv
SRR26313852																						07_13_21_R941_HG01255_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR29497447																						11_14_23_R1041_HPRC_HG03919_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG03919	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR29483194																						m84046_230502_210601_s4.hifi_reads.bc2095.bam																																																																											HG03611	UW_HPRC_HiFi_Y4_AND_Y3_Topoff_data_table__final.csv
SRR34949574																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20346/raw_data/hic/NA20346-2_FC4_S62_L003_R2_001.fastq.gz																																																																											NA20346	HIC_Y3_Y4_part2_data_table__final.csv
SRR26313861																						08_10_21_R941_HG00609_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR34949688																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03688/raw_data/hic/HG03688-2_FC4_S70_L004_R1_001.fastq.gz																																																																											HG03688	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949408																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19682/raw_data/hic/NA19682-1_FC1_S55_L003_R1_001.fastq.gz																																																																											NA19682	HIC_Y3_Y4_part2_data_table__final.csv
SRR29497434																						01_23_24_R1041_HPRC_NA19042_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											NA19042	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR34899834																						NA19099-1_FC2_S1_L001_R1_001.fastq.gz																																																																											NA19099	HPRC-OmniC-100124Pools_data_table__final.csv
SRR34949630																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00329/raw_data/hic/HG00329-1_FC2_S39_L002_R2_001.fastq.gz																																																																											HG00329	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949503																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA18565/raw_data/hic/NA18565-1_FC4_S9_L001_R1_001.fastq.gz																																																																											NA18565	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949653																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19835/raw_data/hic/NA19835-1_FC2_S1_L001_R2_001.fastq.gz																																																																											NA19835	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949496																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20762/raw_data/hic/NA20762-2_FC1_S28_L002_R2_001.fastq.gz																																																																											NA20762	HIC_Y3_Y4_part2_data_table__final.csv
SRR31366952																						HG01071_PAK28002_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG01071	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR34899859																						NA19703-2_FC2_S16_L002_R1_001.fastq.gz																																																																											NA19703	HPRC-OmniC-100124Pools_data_table__final.csv
SRR34949461																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG01261/raw_data/hic/HG01261-2_FC3_S81_L004_R2_001.fastq.gz																																																																											HG01261	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949532																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03369/raw_data/hic/HG03369-2_FC2_S38_L002_R1_001.fastq.gz																																																																											HG03369	HIC_Y3_Y4_part2_data_table__final.csv
