accession	study	bioproject_accession	biosample_accession	filename	library_ID	library_strategy	library_source	platform	instrument_model	design_description	generator_facility	generator_contact	assembly	data_type	filetype	library_layout	library_selection	shear_method	title	total_bp	coverage	ntsm_score	ntsm_result	total_Gbp	sample_ID
SRR30242243	SRP305758	PRJNA701308	SAMN33621951	HG02155-2_S32_L002_R1_001.fastq.gz	HG02155-2_S32_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02155	12886674344	4.16	0.570687	Similar	12.886674344	HG02155
SRR30242242	SRP305758	PRJNA701308	SAMN33621951	HG02155-2_S32_L003_R1_001.fastq.gz	HG02155-2_S32_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02155	12241855001	3.95	0.588933	Similar	12.241855001	HG02155
SRR30242241	SRP305758	PRJNA701308	SAMN33621951	HG02155-2_S32_L004_R1_001.fastq.gz	HG02155-2_S32_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02155	12561609829	4.05	0.596469	Similar	12.561609829	HG02155
SRR30242240	SRP305758	PRJNA701308	SAMN33758785	HG02165-1_S2_L001_R1_001.fastq.gz	HG02165-1_S2_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02165	6089723758	1.96	0.690243	Similar	6.089723758	HG02165
SRR30242461	SRP305758	PRJNA701308	SAMN33758785	HG02165-1_S2_L002_R1_001.fastq.gz	HG02165-1_S2_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02165	6601978749	2.13	0.661908	Similar	6.601978749	HG02165
SRR30242460	SRP305758	PRJNA701308	SAMN33758785	HG02165-1_S2_L003_R1_001.fastq.gz	HG02165-1_S2_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02165	6605231258	2.13	0.702147	Similar	6.605231258	HG02165
SRR30242459	SRP305758	PRJNA701308	SAMN33758785	HG02165-1_S2_L004_R1_001.fastq.gz	HG02165-1_S2_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02165	6519329233	2.1	0.668794	Similar	6.519329233	HG02165
SRR30242477	SRP305758	PRJNA701308	SAMN33758785	HG02165-2_S10_L001_R1_001.fastq.gz	HG02165-2_S10_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02165	10042788187	3.24	0.659534	Similar	10.042788187	HG02165
SRR30242476	SRP305758	PRJNA701308	SAMN33758785	HG02165-2_S10_L002_R1_001.fastq.gz	HG02165-2_S10_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02165	11079858825	3.57	0.611808	Similar	11.079858825	HG02165
SRR30242474	SRP305758	PRJNA701308	SAMN33758785	HG02165-2_S10_L003_R1_001.fastq.gz	HG02165-2_S10_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02165	11090061438	3.58	0.634816	Similar	11.090061438	HG02165
SRR30242473	SRP305758	PRJNA701308	SAMN33758785	HG02165-2_S10_L004_R1_001.fastq.gz	HG02165-2_S10_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02165	10897836302	3.52	0.632186	Similar	10.897836302	HG02165
SRR30242472	SRP305758	PRJNA701308	SAMN33621953	HG02273-1_S17_L001_R1_001.fastq.gz	HG02273-1_S17_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02273	14685113009	4.74	0.567596	Similar	14.685113009	HG02273
SRR30242471	SRP305758	PRJNA701308	SAMN33621953	HG02273-1_S17_L002_R1_001.fastq.gz	HG02273-1_S17_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02273	14883637778	4.8	0.56761	Similar	14.883637778	HG02273
SRR30242470	SRP305758	PRJNA701308	SAMN33621953	HG02273-1_S17_L003_R1_001.fastq.gz	HG02273-1_S17_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02273	14119543280	4.55	0.513992	Similar	14.11954328	HG02273
SRR30242469	SRP305758	PRJNA701308	SAMN33621953	HG02273-1_S17_L004_R1_001.fastq.gz	HG02273-1_S17_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02273	13969422876	4.51	0.502015	Similar	13.969422876	HG02273
SRR30242468	SRP305758	PRJNA701308	SAMN33621953	HG02273-1_S17i_L001_R1_001.fastq.gz	HG02273-1_S17i_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02273	30877274276	9.96	0.490643	Similar	30.877274276	HG02273
SRR30242467	SRP305758	PRJNA701308	SAMN33621953	HG02273-1_S17i_L002_R1_001.fastq.gz	HG02273-1_S17i_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02273	32305103519	10.42	0.456736	Similar	32.305103519	HG02273
SRR30242466	SRP305758	PRJNA701308	SAMN33621953	HG02273-1_S17i_L003_R1_001.fastq.gz	HG02273-1_S17i_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02273	26710287853	8.62	0.506923	Similar	26.710287853	HG02273
SRR30242465	SRP305758	PRJNA701308	SAMN33621953	HG02273-1_S17i_L004_R1_001.fastq.gz	HG02273-1_S17i_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02273	22807009905	7.36	0.49395	Similar	22.807009905	HG02273
SRR30242463	SRP305758	PRJNA701308	SAMN33621953	HG02273-2_S19_L001_R1_001.fastq.gz	HG02273-2_S19_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02273	14063990321	4.54	0.598362	Similar	14.063990321	HG02273
SRR30242462	SRP305758	PRJNA701308	SAMN33621953	HG02273-2_S19_L002_R1_001.fastq.gz	HG02273-2_S19_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02273	14326966085	4.62	0.581007	Similar	14.326966085	HG02273
SRR30242182	SRP305758	PRJNA701308	SAMN33621953	HG02273-2_S19_L003_R1_001.fastq.gz	HG02273-2_S19_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02273	12970944182	4.18	0.602997	Similar	12.970944182	HG02273
SRR30242181	SRP305758	PRJNA701308	SAMN33621953	HG02273-2_S19_L004_R1_001.fastq.gz	HG02273-2_S19_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02273	13174281820	4.25	0.608654	Similar	13.17428182	HG02273
SRR30242180	SRP305758	PRJNA701308	SAMN33621953	HG02273-2_S19i_L001_R1_001.fastq.gz	HG02273-2_S19i_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02273	35420500740	11.43	0.495572	Similar	35.42050074	HG02273
SRR30242179	SRP305758	PRJNA701308	SAMN33621953	HG02273-2_S19i_L002_R1_001.fastq.gz	HG02273-2_S19i_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02273	40301197724	13.0	0.506931	Similar	40.301197724	HG02273
SRR30242178	SRP305758	PRJNA701308	SAMN33621953	HG02273-2_S19i_L003_R1_001.fastq.gz	HG02273-2_S19i_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02273	31160504966	10.05	0.507416	Similar	31.160504966	HG02273
SRR30242177	SRP305758	PRJNA701308	SAMN33621953	HG02273-2_S19i_L004_R1_001.fastq.gz	HG02273-2_S19i_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02273	25907269627	8.36	0.562155	Similar	25.907269627	HG02273
SRR30242458	SRP305758	PRJNA701308	SAMN37797104	HG02391-1_S5_L001_R1_001.fastq.gz	HG02391-1_S5_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02391	10853036509	3.5	0.606866	Similar	10.853036509	HG02391
SRR30242457	SRP305758	PRJNA701308	SAMN37797104	HG02391-1_S5_L002_R1_001.fastq.gz	HG02391-1_S5_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02391	11815698653	3.81	0.6135	Similar	11.815698653	HG02391
SRR30242191	SRP305758	PRJNA701308	SAMN37797104	HG02391-1_S5_L003_R1_001.fastq.gz	HG02391-1_S5_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02391	11814658427	3.81	0.601405	Similar	11.814658427	HG02391
SRR30242190	SRP305758	PRJNA701308	SAMN37797104	HG02391-1_S5_L004_R1_001.fastq.gz	HG02391-1_S5_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02391	11675066505	3.77	0.620551	Similar	11.675066505	HG02391
SRR30242189	SRP305758	PRJNA701308	SAMN37797104	HG02391-2_S13_L001_R1_001.fastq.gz	HG02391-2_S13_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02391	15353640937	4.95	0.577079	Similar	15.353640937	HG02391
SRR30242188	SRP305758	PRJNA701308	SAMN37797104	HG02391-2_S13_L002_R1_001.fastq.gz	HG02391-2_S13_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02391	16613036709	5.36	0.565604	Similar	16.613036709	HG02391
SRR30242187	SRP305758	PRJNA701308	SAMN37797104	HG02391-2_S13_L003_R1_001.fastq.gz	HG02391-2_S13_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02391	16614538681	5.36	0.549475	Similar	16.614538681	HG02391
SRR30242186	SRP305758	PRJNA701308	SAMN37797104	HG02391-2_S13_L004_R1_001.fastq.gz	HG02391-2_S13_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02391	16407373892	5.29	0.584754	Similar	16.407373892	HG02391
SRR30242185	SRP305758	PRJNA701308	SAMN33758788	HG02922-1_S18_L001_R1_001.fastq.gz	HG02922-1_S18_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02922	15679484213	5.06	0.541485	Similar	15.679484213	HG02922
SRR30242184	SRP305758	PRJNA701308	SAMN33758788	HG02922-1_S18_L002_R1_001.fastq.gz	HG02922-1_S18_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02922	15878378348	5.12	0.566459	Similar	15.878378348	HG02922
SRR30242176	SRP305758	PRJNA701308	SAMN33758788	HG02922-1_S18_L003_R1_001.fastq.gz	HG02922-1_S18_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02922	15353893039	4.95	0.560546	Similar	15.353893039	HG02922
SRR30242183	SRP305758	PRJNA701308	SAMN33758788	HG02922-1_S18_L004_R1_001.fastq.gz	HG02922-1_S18_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02922	15058862575	4.86	0.534743	Similar	15.058862575	HG02922
SRR30242404	SRP305758	PRJNA701308	SAMN33758788	HG02922-1_S18i_L001_R1_001.fastq.gz	HG02922-1_S18i_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02922	34473291574	11.12	0.45325	Similar	34.473291574	HG02922
SRR30242403	SRP305758	PRJNA701308	SAMN33758788	HG02922-1_S18i_L002_R1_001.fastq.gz	HG02922-1_S18i_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02922	36674507291	11.83	0.497254	Similar	36.674507291	HG02922
SRR30242402	SRP305758	PRJNA701308	SAMN33758788	HG02922-1_S18i_L003_R1_001.fastq.gz	HG02922-1_S18i_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02922	31405734054	10.13	0.460186	Similar	31.405734054	HG02922
SRR30242401	SRP305758	PRJNA701308	SAMN33758788	HG02922-1_S18i_L004_R1_001.fastq.gz	HG02922-1_S18i_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02922	27099399518	8.74	0.485954	Similar	27.099399518	HG02922
SRR30242400	SRP305758	PRJNA701308	SAMN33758788	HG02922-2_S20_L001_R1_001.fastq.gz	HG02922-2_S20_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02922	14475042591	4.67	0.559289	Similar	14.475042591	HG02922
SRR30242399	SRP305758	PRJNA701308	SAMN33758788	HG02922-2_S20_L002_R1_001.fastq.gz	HG02922-2_S20_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02922	14674740969	4.73	0.541696	Similar	14.674740969	HG02922
SRR30242398	SRP305758	PRJNA701308	SAMN33758788	HG02922-2_S20_L003_R1_001.fastq.gz	HG02922-2_S20_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02922	14568201510	4.7	0.569154	Similar	14.56820151	HG02922
SRR30242397	SRP305758	PRJNA701308	SAMN33758788	HG02922-2_S20_L004_R1_001.fastq.gz	HG02922-2_S20_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02922	14013170961	4.52	0.54842	Similar	14.013170961	HG02922
SRR30242396	SRP305758	PRJNA701308	SAMN33758788	HG02922-2_S20i_L001_R1_001.fastq.gz	HG02922-2_S20i_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02922	28606795597	9.23	0.448434	Similar	28.606795597	HG02922
SRR30242395	SRP305758	PRJNA701308	SAMN33758788	HG02922-2_S20i_L002_R1_001.fastq.gz	HG02922-2_S20i_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02922	29969805791	9.67	0.495269	Similar	29.969805791	HG02922
SRR30242393	SRP305758	PRJNA701308	SAMN33758788	HG02922-2_S20i_L003_R1_001.fastq.gz	HG02922-2_S20i_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02922	26806180472	8.65	0.516831	Similar	26.806180472	HG02922
SRR30242392	SRP305758	PRJNA701308	SAMN33758788	HG02922-2_S20i_L004_R1_001.fastq.gz	HG02922-2_S20i_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02922	23402723198	7.55	0.504828	Similar	23.402723198	HG02922
SRR30242391	SRP305758	PRJNA701308	SAMN33621954	HG02965-1_S1_L001_R1_001.fastq.gz	HG02965-1_S1_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02965	10909100017	3.52	0.628871	Similar	10.909100017	HG02965
SRR30242390	SRP305758	PRJNA701308	SAMN33621954	HG02965-1_S1_L002_R1_001.fastq.gz	HG02965-1_S1_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02965	11188624282	3.61	0.594433	Similar	11.188624282	HG02965
SRR30242389	SRP305758	PRJNA701308	SAMN33621954	HG02965-1_S1_L003_R1_001.fastq.gz	HG02965-1_S1_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG02965	10804113739	3.49	0.613123	Similar	10.804113739	HG02965
