filename,sample_ID,path,accession,study,biosample_accession,total_reads,total_bp,total_Gbp,min,max,mean,quartile_25,quartile_50,quartile_75,N25,N50,N75,ntsm_score,library_ID,library_strategy,library_source,library_selection,library_layout,platform,instrument_model,design_description,data_type,shear_method,size_selection,DeepConsensus_version,polymerase_version,seq_plate_chemistry_version,generator_facility,generator_contact,notes,ccs_algorithm,MM_tag,production,filetype
m64076_200318_103811.ccs.bam,HG02572,s3://human-pangenomics/working/HPRC/HG02572/raw_data/PacBio_HiFi/m64076_200318_103811.ccs.bam,SRR13684286,SRP305758,SAMN17861240,1098595,21934534323,21.93,45.0,49965.0,19965,17882,19577,21677,18223,20011,22232,,HG02572.HiFiEx_f2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 21kb fractionated gDNA,unaligned reads,g-TUBE,SageELF,,P2.0,C2.0,University of Washington,kmiyamot@uw.edu,,ccs 4.0.0 (commit SL-release-8.0.0),,UW_HPRC_HiFi_Y1,bam
m54329U_200615_084313.ccs.bam,HG03516,s3://human-pangenomics/working/HPRC/HG03516/raw_data/PacBio_HiFi/m54329U_200615_084313.ccs.bam,SRR13684285,SRP305758,SAMN17861241,1288191,23954636179,23.95,48.0,50179.0,18595,16514,18100,20110,16845,18537,20735,,HG03516_HiFiEx_mix,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,g-TUBE,SageELF,,P2.0,C2.0,University of Washington,kmiyamot@uw.edu,,ccs 4.0.0 (commit SL-release-8.0.0),,UW_HPRC_HiFi_Y1,bam
m54329U_210524_174516.hifi_reads.bam,HG00642,s3://human-pangenomics/working/HPRC/HG00642/raw_data/PacBio_HiFi/m54329U_210524_174516.hifi_reads.bam,SRR18158610,SRP305758,SAMN26267378,1872206,37253071882,37.25,86.0,58561.0,19897,16571,19217,22526,17312,20226,23731,,HG00642.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 21kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m54329U_210624_221223.hifi_reads.bam,HG01346,s3://human-pangenomics/working/HPRC/HG01346/raw_data/PacBio_HiFi/m54329U_210624_221223.hifi_reads.bam,SRR18158609,SRP305758,SAMN26267379,1971103,36295801919,36.3,86.0,58600.0,18413,15656,17669,20534,16112,18422,21555,,HG01346.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 24kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m64076_210526_105450.hifi_reads.bam,HG01346,s3://human-pangenomics/working/HPRC/HG01346/raw_data/PacBio_HiFi/m64076_210526_105450.hifi_reads.bam,SRR18158604,SRP305758,SAMN26267379,1059488,19327631225,19.33,85.0,40848.0,18242,15827,18353,19870,16260,18707,20196,,HG01346_f345,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 19kb fractionated gDNA,unaligned reads,Megaruptor 3,SageELF,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m54329U_210507_224951-bc1011_BAK8A_OA.hifi_reads.bam,HG02071,s3://human-pangenomics/working/HPRC/HG02071/raw_data/PacBio_HiFi/m54329U_210507_224951-bc1011_BAK8A_OA.hifi_reads.bam,SRR18158591,SRP305758,SAMN26267380,147915,3026195060,3.03,769.0,42220.0,20459,17306,19625,22805,17858,20494,23946,,HG02071a.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m64076_210604_225751.hifi_reads.bam,HG02071,s3://human-pangenomics/working/HPRC/HG02071/raw_data/PacBio_HiFi/m64076_210604_225751.hifi_reads.bam,SRR18158592,SRP305758,SAMN26267380,1774809,33629205391,33.63,85.0,54155.0,18948,16068,18290,21215,16603,19088,22195,,HG02071.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 19kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m54329U_210507_224951-bc1010_BAK8A_OA.hifi_reads.bam,HG02074,s3://human-pangenomics/working/HPRC/HG02074/raw_data/PacBio_HiFi/m54329U_210507_224951-bc1010_BAK8A_OA.hifi_reads.bam,SRR18158593,SRP305758,SAMN26267381,174993,3174472950,3.17,122.0,45596.0,18140,15121,17428,20473,15736,18325,21635,,HG02074a.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m54329U_210626_074001.hifi_reads.bam,HG02074,s3://human-pangenomics/working/HPRC/HG02074/raw_data/PacBio_HiFi/m54329U_210626_074001.hifi_reads.bam,SRR18158594,SRP305758,SAMN26267381,1861673,35810627390,35.81,85.0,52031.0,19235,16726,18473,21109,17053,19059,21971,,HG02074.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 24kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m54329U_210627_170630.hifi_reads.bam,HG02132,s3://human-pangenomics/working/HPRC/HG02132/raw_data/PacBio_HiFi/m54329U_210627_170630.hifi_reads.bam,SRR18158595,SRP305758,SAMN26267382,1954721,39213248472,39.21,86.0,60968.0,20060,17094,19245,22334,17581,20057,23441,,HG02132.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 26kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m64076_210525_000003.hifi_reads.bam,HG02132,s3://human-pangenomics/working/HPRC/HG02132/raw_data/PacBio_HiFi/m64076_210525_000003.hifi_reads.bam,SRR18158596,SRP305758,SAMN26267382,1005090,18987492433,18.99,85.0,54229.0,18891,16238,18343,21069,16577,19409,21507,,HG02132_f345,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 21kb fractionated gDNA,unaligned reads,Megaruptor 3,SageELF,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m54329U_210604_200442.hifi_reads.bam,HG02647,s3://human-pangenomics/working/HPRC/HG02647/raw_data/PacBio_HiFi/m54329U_210604_200442.hifi_reads.bam,SRR18158597,SRP305758,SAMN26267383,1901126,32887962762,32.89,86.0,49905.0,17299,14162,16846,20034,15096,17951,21256,,HG02647.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 19kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m54329U_210707_171722.hifi_reads.bam,HG02683,s3://human-pangenomics/working/HPRC/HG02683/raw_data/PacBio_HiFi/m54329U_210707_171722.hifi_reads.bam,SRR18158608,SRP305758,SAMN26267384,1812777,33923407547,33.92,86.0,57006.0,18713,15779,17970,21007,16332,18828,22147,,HG02683.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 21kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m54329U_210608_221930.hifi_reads.bam,HG03688,s3://human-pangenomics/working/HPRC/HG03688/raw_data/PacBio_HiFi/m54329U_210608_221930.hifi_reads.bam,SRR18158607,SRP305758,SAMN26267385,1620373,28672095909,28.67,84.0,51332.0,17694,15340,17113,19552,15700,17689,20289,,HG03688.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 18kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m54329U_210522_083046.hifi_reads.bam,HG03927,s3://human-pangenomics/working/HPRC/HG03927/raw_data/PacBio_HiFi/m54329U_210522_083046.hifi_reads.bam,SRR18158598,SRP305758,SAMN26267386,1936424,31020996084,31.02,86.0,57003.0,16019,13318,15506,18286,13984,16380,19346,,HG03927a.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 17kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m54329U_210507_224951-bc1017_BAK8B_OA.hifi_reads.bam,HG03942,s3://human-pangenomics/working/HPRC/HG03942/raw_data/PacBio_HiFi/m54329U_210507_224951-bc1017_BAK8B_OA.hifi_reads.bam,SRR18158599,SRP305758,SAMN26267387,147995,2941012697,2.94,142.0,45692.0,19872,16690,19090,22312,17301,20000,23516,,HG03942a.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 21kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m54329U_210613_071322.hifi_reads.bam,HG03942,s3://human-pangenomics/working/HPRC/HG03942/raw_data/PacBio_HiFi/m54329U_210613_071322.hifi_reads.bam,SRR18158601,SRP305758,SAMN26267387,1119930,20199492409,20.2,86.0,53889.0,18036,15462,17352,20013,15879,18028,20926,,HG03942.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 18kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m64076_210623_104349.hifi_reads.bam,HG04115,s3://human-pangenomics/working/HPRC/HG04115/raw_data/PacBio_HiFi/m64076_210623_104349.hifi_reads.bam,SRR18158600,SRP305758,SAMN26267388,1640056,32878572833,32.88,739.0,56102.0,20047,16228,19366,23149,17337,20717,24742,,HG04115.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 23kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m54329U_210614_155303.hifi_reads.bam,HG04199,s3://human-pangenomics/working/HPRC/HG04199/raw_data/PacBio_HiFi/m54329U_210614_155303.hifi_reads.bam,SRR18158602,SRP305758,SAMN26267389,1185147,21311089314,21.31,790.0,63500.0,17981,14323,17188,20808,15348,18545,22493,,HG04199.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m54329U_210507_224951-bc1003_BAK8A_OA.hifi_reads.bam,HG04204,s3://human-pangenomics/working/HPRC/HG04204/raw_data/PacBio_HiFi/m54329U_210507_224951-bc1003_BAK8A_OA.hifi_reads.bam,SRR18158603,SRP305758,SAMN26267390,189916,3674050040,3.67,552.0,48819.0,19345,16436,18608,21607,16934,19409,22632,,HG04204.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 24kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m54329U_210507_224951-bc1008_BAK8A_OA.hifi_reads.bam,HG04228,s3://human-pangenomics/working/HPRC/HG04228/raw_data/PacBio_HiFi/m54329U_210507_224951-bc1008_BAK8A_OA.hifi_reads.bam,SRR18158583,SRP305758,SAMN26267391,169644,3359403014,3.36,573.0,50556.0,19802,16563,19003,22307,17205,19981,23533,,HG04228a.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 24kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m54329U_210615_233707-bc1009_BAK8A_OA.hifi_reads.bam,HG02135,s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m54329U_210615_233707-bc1009_BAK8A_OA.hifi_reads.bam,SRR18158584,SRP305758,SAMN26267392,1140779,20107735346,20.11,122.0,52606.0,17626,14644,16847,19859,15220,17751,21043,,HG02135a.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m54329U_210716_214728.hifi_reads.bam,HG01884,s3://human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/m54329U_210716_214728.hifi_reads.bam,SRR18158605,SRP305758,SAMN26267393,1875249,34105927543,34.11,86.0,59768.0,18187,15416,17441,20292,15891,18214,21321,,HG01884.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 18kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m64076_210529_081414.hifi_reads.bam,HG02135,s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m64076_210529_081414.hifi_reads.bam,SRR18158606,SRP305758,SAMN26267392,791363,13469495739,13.47,488.0,52020.0,17020,14014,16473,19483,14802,17468,20662,,HG02135.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 21kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m64076_210719_222908.hifi_reads.bam,HG02135,s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m64076_210719_222908.hifi_reads.bam,SRR18158585,SRP305758,SAMN26267392,1462475,26147000508,26.15,86.0,53626.0,17878,15316,17143,19779,15708,17809,20702,,HG02135.HFSS3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 24kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m64076_210716_220011.hifi_reads.bam,HG02293,s3://human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_HiFi/m64076_210716_220011.hifi_reads.bam,SRR18158587,SRP305758,SAMN26267394,1707292,32725980265,32.73,88.0,59628.0,19168,16225,18357,21365,16720,19171,22463,,HG02293.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 24kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m54329U_210702_182525.hifi_reads.bam,HG02300,s3://human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_HiFi/m54329U_210702_182525.hifi_reads.bam,SRR18158586,SRP305758,SAMN26267395,1710846,30358671051,30.36,408.0,54870.0,17744,14692,17017,20106,15347,17975,21331,,HG02300.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 21kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m64076_210706_214544.hifi_reads.bam,HG02738,s3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/m64076_210706_214544.hifi_reads.bam,SRR18158588,SRP305758,SAMN26267396,1190157,22457209908,22.46,159.0,56090.0,18869,15831,18094,21198,16413,18995,22389,,HG02738.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m64076_210708_084125.hifi_reads.bam,HG04184,s3://human-pangenomics/working/HPRC/HG04184/raw_data/PacBio_HiFi/m64076_210708_084125.hifi_reads.bam,SRR18158589,SRP305758,SAMN26267397,1505987,27875629860,27.88,486.0,49905.0,18509,15682,17759,20652,16173,18541,21710,,HG04184.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m64076_210620_030428.hifi_reads.bam,HG04228,s3://human-pangenomics/working/HPRC/HG04228/raw_data/PacBio_HiFi/m64076_210620_030428.hifi_reads.bam,SRR18158590,SRP305758,SAMN26267391,1543446,30579890559,30.58,86.0,57038.0,19812,16665,19203,22353,17339,20120,23410,,HG04228.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 19kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m64076_210516_091844.hifi_reads.bam,HG00642,s3://human-pangenomics/working/HPRC/HG00642/raw_data/PacBio_HiFi/m64076_210516_091844.hifi_reads.bam,SRR18158610,SRP305758,SAMN26267378,1434335,27532337755,27.53,86.0,49254.0,19195,16014,18446,21636,16660,19398,22815,,HG00642.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 21kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m54329U_210629_024631.hifi_reads.bam,HG01346,s3://human-pangenomics/working/HPRC/HG01346/raw_data/PacBio_HiFi/m54329U_210629_024631.hifi_reads.bam,SRR18158609,SRP305758,SAMN26267379,1969921,36156051049,36.16,86.0,65910.0,18354,15619,17606,20451,16066,18348,21458,,HG01346.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 24kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m64076_210607_215041.hifi_reads.bam,HG02071,s3://human-pangenomics/working/HPRC/HG02071/raw_data/PacBio_HiFi/m64076_210607_215041.hifi_reads.bam,SRR18158592,SRP305758,SAMN26267380,1779605,33308306970,33.31,85.0,52883.0,18716,15902,18032,20896,16403,18798,21865,,HG02071.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 19kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m54329U_210630_194237.hifi_reads.bam,HG02074,s3://human-pangenomics/working/HPRC/HG02074/raw_data/PacBio_HiFi/m54329U_210630_194237.hifi_reads.bam,SRR18158594,SRP305758,SAMN26267381,1432559,27521697583,27.52,86.0,55439.0,19211,16722,18451,21057,17041,19031,21910,,HG02074.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 24kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m54329U_210704_040110.hifi_reads.bam,HG02132,s3://human-pangenomics/working/HPRC/HG02132/raw_data/PacBio_HiFi/m54329U_210704_040110.hifi_reads.bam,SRR18158595,SRP305758,SAMN26267382,1522575,30602363971,30.6,86.0,57821.0,20099,17121,19279,22365,17605,20088,23460,,HG02132.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 26kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m64076_210527_231639.hifi_reads.bam,HG02647,s3://human-pangenomics/working/HPRC/HG02647/raw_data/PacBio_HiFi/m64076_210527_231639.hifi_reads.bam,SRR18158597,SRP305758,SAMN26267383,1556245,25947810331,25.95,625.0,49665.0,16673,13572,16159,19281,14482,17259,20560,,HG02647.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 19kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m54329U_210709_030038.hifi_reads.bam,HG02683,s3://human-pangenomics/working/HPRC/HG02683/raw_data/PacBio_HiFi/m54329U_210709_030038.hifi_reads.bam,SRR18158608,SRP305758,SAMN26267384,1741784,32502589310,32.5,86.0,50152.0,18660,15748,17919,20929,16290,18769,22049,,HG02683.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 21kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m54329U_210611_221457.hifi_reads.bam,HG03688,s3://human-pangenomics/working/HPRC/HG03688/raw_data/PacBio_HiFi/m54329U_210611_221457.hifi_reads.bam,SRR18158607,SRP305758,SAMN26267385,1366300,23712691290,23.71,86.0,50736.0,17355,15063,16712,19103,15385,17266,19865,,HG03688.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 18kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m64076_210514_222349.hifi_reads.bam,HG03927,s3://human-pangenomics/working/HPRC/HG03927/raw_data/PacBio_HiFi/m64076_210514_222349.hifi_reads.bam,SRR18158598,SRP305758,SAMN26267386,1670468,25979557175,25.98,86.0,47540.0,15552,12914,14994,17697,13538,15842,18770,,HG03927a.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 17kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m64076_210606_095247.hifi_reads.bam,HG03942,s3://human-pangenomics/working/HPRC/HG03942/raw_data/PacBio_HiFi/m64076_210606_095247.hifi_reads.bam,SRR18158601,SRP305758,SAMN26267387,1650567,30909041518,30.91,85.0,53969.0,18726,16013,18138,20920,16508,18868,21799,,HG03942.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 18kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m64076_210625_220013.hifi_reads.bam,HG04115,s3://human-pangenomics/working/HPRC/HG04115/raw_data/PacBio_HiFi/m64076_210625_220013.hifi_reads.bam,SRR18158600,SRP305758,SAMN26267388,1412094,30350204611,30.35,86.0,58397.0,21493,17533,20925,24919,18743,22340,26476,,HG04115.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 23kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m54329U_210620_071842.hifi_reads.bam,HG04199,s3://human-pangenomics/working/HPRC/HG04199/raw_data/PacBio_HiFi/m54329U_210620_071842.hifi_reads.bam,SRR18158602,SRP305758,SAMN26267389,1376549,24653293607,24.65,638.0,52167.0,17909,14288,17132,20712,15301,18468,22367,,HG04199.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m54329U_210514_222517-bc1003_BAK8A_OA.hifi_reads.bam,HG04204,s3://human-pangenomics/working/HPRC/HG04204/raw_data/PacBio_HiFi/m54329U_210514_222517-bc1003_BAK8A_OA.hifi_reads.bam,SRR18158603,SRP305758,SAMN26267390,1440144,27879875624,27.88,59.0,52568.0,19359,16424,18624,21632,16942,19438,22667,,HG04204.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 24kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m54329U_210507_224951-bc1009_BAK8A_OA.hifi_reads.bam,HG02135,s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m54329U_210507_224951-bc1009_BAK8A_OA.hifi_reads.bam,SRR18158584,SRP305758,SAMN26267392,157627,2868292075,2.87,1129.0,48978.0,18196,15126,17489,20600,15772,18430,21760,,HG02135a.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m54329U_210718_084331.hifi_reads.bam,HG01884,s3://human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/m54329U_210718_084331.hifi_reads.bam,SRR18158605,SRP305758,SAMN26267393,2141718,39074294250,39.07,681.0,55519.0,18244,15452,17497,20372,15933,18283,21409,,HG01884.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 18kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
